web_id|media_type|total_unique_visitors_(000)|%_reach|%_composition_unique_visitors|composition_index_uv|composition_index_pv|average_daily_visitors_(000)|total_minutes_(mm)|average_minutes_per_usage_day|total_pages_viewed_(mm)|average_pages_per_usage_day|average_minutes_per_page|average_usage_days_per_visitor|average_minutes_per_visitor|average_pages_per_visitor|%_composition_pages|%_composition_minutes|total_visits_(000)|average_minutes_per_visit|average_visits_per_visitor|average_visits_per_usage_day|average_pages_per_visit|source_system
19170687|FRESNOBEE.COM|46.476941134|0.0185566741702494|14.9785710950177|108.232025017038|93.5369692824374|2.82490975274194|0.19218471087|2.1945857903038|0.362551899909|4.14003405466598|0.530088825677753|1.88420752739549|4.1350550656056|7.80068332947533|14.5669993905973|12.2196471262664|87.573|2.19456580076051|1.88422468999227|1.00000910865524|4.13999634486657|keymeasure
3521710|KAHOKU.CO.JP|46.353545893|0.0185074066146503|24.4812150415723|176.896144633469|229.9539761067|2.2572669653871|0.126354547296|1.80570273746139|0.365301240544|5.22043301301293|0.345891372029931|1.50959920279944|2.72588741296448|7.8807615147122|35.8119303576867|33.143211118364|82.366|1.5340619587694|1.77690829068674|1.17707288622808|4.43509749828813|keymeasure
18390592|METRO.PR|46.331785795|0.0184987185418415|24.8640805934852|179.662651113288|178.64020563692|2.85160856751613|0.12536567257|1.41816587309299|0.120980841385|1.36856363494946|1.03624401297596|1.90797449474827|2.70582431518383|2.61118450992355|27.8205696273055|29.8565877620302|90.018|1.39267338276789|1.94289942542458|1.01830471569323|1.34396277838877|keymeasure
3766874|METRO.SE|46.232527905|0.0184590882159506|18.458368059805|133.376310794228|85.1769854236463|2.33663653509677|0.090673641523|1.25178055475374|0.195822235328|2.70339276392492|0.463040580509781|1.56676988843965|1.96125208012244|4.23559437914322|13.265055563353|23.6260365203767|61.26|1.48014432783219|1.32504110798092|0.845715198994875|3.19657582970944|keymeasure
4616391|Argusleader.Com Sites|46.14899435|0.018425736086387|19.2314650006342|138.962547752989|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|keymeasure
16931799|RYOT.ORG|46.14045908|0.0184223282411098|10.9910134197004|79.4187664402321|23.2308952351082|1.73047328425806|0.065252530613|1.21638418894015|0.079354384236|1.4792593850532|0.822292696758114|1.16263844967361|1.41421502763687|1.7198438381034|3.61786830735374|4.27387697890551|55.803|1.16933732259914|1.2094157950021|1.04023378492395|1.42204512725122|keymeasure
19170128|KANSAS.COM|46.120491555|0.0184143558822073|12.5638655167886|90.7838670523175|84.5381570795893|2.37487540232258|0.269529490967|3.66103404840096|0.380873142605|5.17342105383601|0.707662107975218|1.59627824834011|5.84402901789497|8.25821949774316|13.165567498153|14.7951723336936|91.766|2.93713892909138|1.98970125655678|1.24646267568062|4.15048212415274|keymeasure
4438504|NOTITARDE.COM|46.007601292|0.0183692826098195|13.6510178371555|98.6394025629393|145.481970272189|4.92096321416129|2.094858185914|13.732285240192|1.279162654257|8.38521029966243|1.63767928882414|3.31575338324639|45.5328712448711|27.8032894203382|22.6566649374622|24.3096725780639|190.266|11.0101551822922|4.1355340130085|1.24723811906647|6.72302279049856|keymeasure
3475531|ITALIAOGGI.IT|45.909601075|0.0183301544303156|30.0050135657262|216.809958592277|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|keymeasure
6206400|COLOMBOPAGE.COM|45.88325992|0.0183196372960404|20.8829246471075|150.895650092182|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|keymeasure
13247149|AFKARNEWS.IR|45.871411571|0.0183149066501226|9.90752741628726|71.5897229698553|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|keymeasure
10361488|HAMPTONROADS.COM|45.757426046|0.0182693960765793|15.7598430647066|113.877333026199|64.175916783157|3.16952538245161|0.253971636819|2.58481395704654|0.412241930942|4.19562085800197|0.616074246107518|2.14730799667848|5.55039167989218|9.00929021941865|9.99444976508129|6.17879215054984|115.457|2.19970756921624|2.52324070597701|1.17507162916546|3.57052349309267|keymeasure
3949506|Triple Crown Media, Inc.|45.646591267|0.0182251434895877|19.3878269302737|140.092386385333|247.736515438105|6.3882618563871|0.608615282134|3.07325395826589|0.701445976224|3.54201034088635|0.867658098789413|4.33846453921674|13.333203317944|15.3668862614744|38.5812978237383|42.9318954236719|252.542|2.40995668892303|5.53254893717714|1.2752320290201|2.77754185927093|keymeasure
